x y
0.81123963 -0.01257302
0.81870566 -0.00908929
0.82606412 -0.00579349
0.83329828 -0.00252274
0.84038986 0.00090501
0.84734243 0.00441331
0.85416945 0.00780893
0.86086628 0.01111412
0.86742117 0.01443578
0.87382215 0.01788410
0.88007795 0.02132486
0.88621564 0.02440666
0.89223712 0.02707742
0.89810489 0.02975287
0.90380327 0.03259051
0.90933579 0.03552115
0.91470802 0.03845197
0.91993955 0.04112481
0.92503898 0.04341230
0.92998448 0.04554895
0.93475038 0.04781519
0.93932589 0.05031588
0.94371974 0.05292567
0.94795192 0.05538609
0.95202907 0.05759784
0.95594291 0.05963936
0.95968654 0.06157353
0.96325584 0.06343126
0.96664810 0.06522720
