x y
0.33311602 -0.12138767
0.34233468 -0.12050133
0.35160813 -0.11948211
0.36094278 -0.11844513
0.37032322 -0.11725620
0.37971474 -0.11556072
0.38909410 -0.11313545
0.39857507 -0.11132452
0.40813941 -0.10996215
0.41773208 -0.10846232
0.42733612 -0.10667437
0.43695111 -0.10463701
0.44655747 -0.10217009
0.45620194 -0.09985191
0.46590106 -0.09791592
0.47559378 -0.09570758
0.48530391 -0.09354360
0.49503549 -0.09151432
0.50474213 -0.08913334
0.51441376 -0.08632975
0.52408020 -0.08348898
0.53376135 -0.08088287
0.54344684 -0.07843706
0.55314632 -0.07630613
0.56282746 -0.07416432
0.57245113 -0.07160838
0.58202094 -0.06872342
0.59157043 -0.06593683
0.60109829 -0.06327750
0.61058188 -0.06053005
0.62001349 -0.05764970
0.62939161 -0.05466237
0.63870835 -0.05152095
0.64798206 -0.04847799
0.65721609 -0.04561445
0.66640515 -0.04291231
0.67552181 -0.04009978
0.68452869 -0.03679119
0.69346549 -0.03348216
0.70236321 -0.03056834
0.71118835 -0.02770742
0.71991897 -0.02468909
0.72856473 -0.02166400
0.73713330 -0.01875962
0.74559731 -0.01570228
0.75395673 -0.01253069
0.76221744 -0.00935062
0.77036082 -0.00598709
0.77843001 -0.00297143
0.78643708 -0.00047872
0.79430541 0.00233049
0.80201618 0.00563533
0.80963092 0.00869644
0.81714158 0.01157048
0.82451485 0.01460388
0.83177159 0.01752404
0.83893113 0.02007614
0.84595933 0.02261782
0.85283418 0.02536846
0.85958150 0.02800083
0.86621588 0.03031712
0.87271850 0.03250189
0.87906789 0.03477076
0.88525519 0.03719606
0.89128536 0.03969230
0.89715902 0.04222463
0.90287374 0.04479353
0.90844043 0.04724761
0.91386806 0.04945866
0.91914319 0.05155522
0.92425779 0.05360475
0.92921197 0.05558236
0.93400506 0.05747275
0.93863561 0.05927047
0.94310385 0.06095153
0.94740897 0.06250452
0.95154253 0.06400615
0.95549605 0.06553437
0.95926494 0.06712342
0.96285031 0.06874318
0.96625590 0.07033414
